GEO_ID,NAME,B08130_001E,B08130_001M,B08130_002E,B08130_002M,B08130_003E,B08130_003M,B08130_004E,B08130_004M,B08130_005E,B08130_005M,B08130_006E,B08130_006M,B08130_007E,B08130_007M,B08130_008E,B08130_008M,B08130_009E,B08130_009M,B08130_010E,B08130_010M,B08130_011E,B08130_011M,B08130_012E,B08130_012M,B08130_013E,B08130_013M,B08130_014E,B08130_014M,B08130_015E,B08130_015M,B08130_016E,B08130_016M,B08130_017E,B08130_017M,B08130_018E,B08130_018M,B08130_019E,B08130_019M,B08130_020E,B08130_020M,B08130_021E,B08130_021M,B08130_022E,B08130_022M,B08130_023E,B08130_023M,B08130_024E,B08130_024M,B08130_025E,B08130_025M,B08130_026E,B08130_026M,B08130_027E,B08130_027M,B08130_028E,B08130_028M,B08130_029E,B08130_029M,B08130_030E,B08130_030M,B08130_031E,B08130_031M
0500000US02070,"Dillingham Census Area, Alaska",1948,96,1948,96,1931,100,17,10,0,9,726,78,726,78,726,78,0,9,0,9,357,76,357,76,345,76,12,10,0,9,18,11,18,11,18,11,0,9,0,9,457,129,457,129,454,129,3,4,0,9,272,42,272,42,270,42,2,3,0,9,118,34
0500000US02090,"Fairbanks North Star Borough, Alaska",51991,987,51792,967,50444,1034,1348,354,199,121,38864,1408,38741,1390,38358,1377,383,155,123,115,7800,850,7796,850,7547,847,249,188,4,6,481,166,481,166,230,116,251,133,0,20,2117,411,2114,410,1960,397,154,149,3,7,1332,250,1263,225,952,196,311,148,69,51,1397,303
0500000US02100,"Haines Borough, Alaska",1369,142,1360,141,1282,146,78,80,9,15,776,154,776,154,771,154,5,5,0,9,141,78,141,78,137,78,4,8,0,9,8,25,8,25,0,9,8,25,0,9,125,54,125,54,125,54,0,9,0,9,136,90,127,84,66,50,61,68,9,15,183,99
0500000US02105,"Hoonah-Angoon Census Area, Alaska",995,97,990,98,908,98,82,31,5,6,379,55,374,55,330,49,44,23,5,6,91,32,91,32,86,30,5,9,0,9,29,29,29,29,29,29,0,9,0,9,320,113,320,113,320,113,0,9,0,9,74,22,74,22,41,15,33,18,0,9,102,33
0500000US02110,"Juneau City and Borough, Alaska",17586,441,17560,446,17443,446,117,63,26,28,11825,440,11822,439,11789,442,33,32,3,4,2545,292,2545,292,2537,289,8,12,0,18,929,263,929,263,918,262,11,16,0,18,1134,206,1123,207,1112,208,11,13,11,14,397,114,385,115,331,97,54,48,12,15,756,171
0500000US02122,"Kenai Peninsula Borough, Alaska",24627,650,24459,649,22813,697,1646,263,168,95,16816,673,16694,678,16071,689,623,158,122,83,2577,302,2577,302,2456,298,121,66,0,20,246,143,246,143,230,140,16,22,0,20,1294,269,1294,269,1250,270,44,35,0,20,1860,310,1814,299,972,201,842,211,46,39,1834,314
0500000US02130,"Ketchikan Gateway Borough, Alaska",6781,197,6743,194,6652,196,91,29,38,23,4504,191,4489,193,4455,194,34,22,15,15,1124,149,1119,148,1108,149,11,11,5,8,211,70,211,70,205,70,6,8,0,14,566,135,554,131,545,130,9,14,12,12,194,54,188,53,157,48,31,20,6,9,182,59
0500000US02150,"Kodiak Island Borough, Alaska",7208,346,7199,344,7173,345,26,30,9,14,4625,373,4625,373,4618,375,7,9,0,14,1044,336,1044,336,1044,336,0,14,0,14,3,4,3,4,3,4,0,14,0,14,577,142,577,142,577,142,0,14,0,14,540,166,531,166,512,166,19,29,9,14,419,137
0500000US02158,"Kusilvak Census Area, Alaska",2072,96,2072,96,2056,98,16,10,0,12,95,35,95,35,95,35,0,12,0,12,73,44,73,44,73,44,0,12,0,12,2,3,2,3,2,3,0,12,0,12,942,111,942,111,935,112,7,6,0,12,896,71,896,71,887,72,9,6,0,12,64,35
0500000US02164,"Lake and Peninsula Borough, Alaska",558,131,558,131,544,129,14,10,0,9,123,36,123,36,123,36,0,9,0,9,45,23,45,23,43,23,2,3,0,9,1,2,1,2,1,2,0,9,0,9,204,70,204,70,201,70,3,3,0,9,166,47,166,47,157,44,9,7,0,9,19,33
0500000US02170,"Matanuska-Susitna Borough, Alaska",41696,684,41511,702,26836,717,14675,557,185,66,30117,583,30038,587,20470,569,9568,442,79,40,4920,409,4891,404,2316,285,2575,300,29,31,341,94,334,94,70,47,264,79,7,7,854,160,841,161,641,154,200,62,13,15,2801,277,2744,277,676,148,2068,221,57,28,2663,327
0500000US02180,"Nome Census Area, Alaska",3532,122,3529,121,3522,122,7,8,3,6,912,94,909,95,908,95,1,3,3,6,383,67,383,67,383,67,0,12,0,12,11,9,11,9,11,9,0,12,0,12,1301,152,1301,152,1296,154,5,7,0,12,765,69,765,69,764,69,1,2,0,12,160,34
0500000US02185,"North Slope Borough, Alaska",5304,216,5301,218,5225,187,76,74,3,6,1229,167,1226,167,1216,165,10,19,3,6,811,165,811,165,811,165,0,12,0,12,210,174,210,174,210,174,0,12,0,12,2634,381,2634,381,2575,336,59,69,0,12,299,101,299,101,292,101,7,10,0,12,121,61
0500000US02188,"Northwest Arctic Borough, Alaska",2559,104,2559,104,2530,107,29,37,0,12,474,72,474,72,474,72,0,12,0,12,270,70,270,70,270,70,0,12,0,12,7,8,7,8,7,8,0,12,0,12,1141,103,1141,103,1123,109,18,37,0,12,540,61,540,61,529,61,11,9,0,12,127,44
0500000US02195,"Petersburg Borough, Alaska",1563,128,1562,129,1521,131,41,17,1,3,707,85,707,85,702,84,5,5,0,9,346,113,345,113,338,114,7,7,1,3,13,9,13,9,7,5,6,6,0,9,346,75,346,75,344,75,2,3,0,9,74,21,74,21,53,17,21,12,0,9,77,34
0500000US02198,"Prince of Wales-Hyder Census Area, Alaska",2599,111,2582,111,2475,112,107,30,17,12,1318,98,1308,97,1283,96,25,17,10,10,397,78,397,78,393,78,4,4,0,12,33,20,33,20,17,14,16,14,0,12,499,72,497,72,484,72,13,8,2,3,224,43,219,42,170,36,49,22,5,6,128,39
0500000US02220,"Sitka City and Borough, Alaska",4658,168,4607,175,4527,176,80,35,51,35,2838,216,2806,219,2754,217,52,31,32,32,576,119,576,119,567,119,9,14,0,12,66,54,66,54,66,54,0,12,0,12,725,132,724,132,718,133,6,6,1,4,259,67,241,65,228,64,13,11,18,19,194,81
0500000US02230,"Skagway Municipality, Alaska",674,90,674,90,648,91,26,26,0,9,283,35,283,35,276,35,7,5,0,9,43,15,43,15,43,15,0,9,0,9,7,5,7,5,0,9,7,5,0,9,251,103,251,103,239,102,12,25,0,9,46,20,46,20,46,20,0,9,0,9,44,17
0500000US02240,"Southeast Fairbanks Census Area, Alaska",2850,203,2847,202,2732,208,115,46,3,5,1685,177,1682,176,1605,175,77,40,3,5,470,129,470,129,445,125,25,22,0,12,19,22,19,22,19,22,0,12,0,12,352,150,352,150,344,150,8,10,0,12,19,10,19,10,14,8,5,7,0,12,305,106
0500000US02261,"Valdez-Cordova Census Area, Alaska",4867,280,4827,274,4756,264,71,43,40,45,3264,304,3226,290,3201,288,25,17,38,45,480,219,478,219,478,219,0,12,2,3,20,25,20,25,20,25,0,12,0,12,782,220,782,220,773,221,9,7,0,12,134,71,134,71,97,59,37,38,0,12,187,91
0500000US02275,"Wrangell City and Borough, Alaska",1020,95,1020,95,974,96,46,24,0,9,598,80,598,80,589,80,9,12,0,9,108,47,108,47,106,47,2,3,0,9,8,8,8,8,2,3,6,7,0,9,161,69,161,69,157,68,4,5,0,9,59,26,59,26,34,16,25,20,0,9,86,33
0500000US02282,"Yakutat City and Borough, Alaska",357,65,356,66,350,68,6,9,1,2,174,30,174,30,172,29,2,3,0,9,51,18,51,18,51,18,0,9,0,9,3,3,2,3,2,3,0,9,1,2,96,53,96,53,92,55,4,8,0,9,18,30,18,30,18,30,0,9,0,9,15,7
0500000US02290,"Yukon-Koyukuk Census Area, Alaska",2010,104,2010,104,1886,97,124,31,0,12,516,54,516,54,454,51,62,22,0,12,142,33,142,33,133,32,9,7,0,12,6,6,6,6,5,5,1,3,0,12,800,100,800,100,785,100,15,8,0,12,385,46,385,46,348,45,37,14,0,12,161,61
0500000US04001,"Apache County, Arizona",18014,569,15901,577,13996,538,1905,294,2113,221,14042,604,12211,597,10586,566,1625,262,1831,201,1609,233,1411,228,1276,227,135,62,198,51,211,98,196,97,106,54,90,77,15,18,825,133,810,130,807,129,3,5,15,15,210,61,156,46,104,38,52,25,54,38,1117,174
0500000US04003,"Cochise County, Arizona",46348,1148,45658,1149,43493,1132,2165,363,690,191,36645,1007,36156,1020,34407,1040,1749,310,489,161,4786,480,4708,479,4361,444,347,138,78,60,317,135,317,135,312,134,5,8,0,29,1303,248,1275,253,1265,252,10,15,28,35,1236,268,1141,261,1087,258,54,61,95,69,2061,261
0500000US04005,"Coconino County, Arizona",64026,1104,62011,1122,58527,1135,3484,480,2015,316,44807,1151,43416,1128,40625,1126,2791,352,1391,238,7268,661,6890,633,6439,588,451,225,378,134,980,227,926,219,859,217,67,54,54,44,5488,580,5398,578,5285,570,113,64,90,58,2419,390,2317,378,2255,379,62,62,102,132,3064,498
0500000US04007,"Gila County, Arizona",17501,609,17448,611,15047,613,2401,344,53,44,13693,668,13680,666,11808,606,1872,315,13,19,2236,382,2220,382,1740,307,480,203,16,29,23,23,23,23,16,19,7,12,0,29,486,136,486,136,456,133,30,22,0,29,185,90,161,80,149,77,12,12,24,26,878,220
0500000US04009,"Graham County, Arizona",11911,582,11880,584,9692,513,2188,258,31,24,9142,454,9120,454,7741,438,1379,216,22,22,1794,303,1788,304,1079,240,709,163,6,11,129,111,129,111,82,67,47,50,0,26,248,84,245,85,221,80,24,27,3,4,200,94,200,94,171,88,29,26,0,26,398,128
0500000US04011,"Greenlee County, Arizona",3656,175,3623,177,3443,183,180,59,33,27,3138,198,3109,198,2961,200,148,54,29,26,350,103,350,103,318,94,32,30,0,17,0,17,0,17,0,17,0,17,0,17,62,45,62,45,62,45,0,17,0,17,31,25,27,25,27,25,0,17,4,6,75,45
0500000US04012,"La Paz County, Arizona",6357,668,5901,669,5688,665,213,73,456,158,4479,437,4096,415,3925,421,171,59,383,122,590,167,521,145,485,141,36,38,69,62,38,43,38,43,38,43,0,23,0,23,519,356,515,355,509,355,6,11,4,8,203,158,203,158,203,158,0,23,0,23,528,381
0500000US04013,"Maricopa County, Arizona",1902120,5992,1881477,6236,1862002,5953,19475,1028,20643,1163,1453191,5681,1440560,5785,1424641,5701,15919,944,12631,887,208230,3819,206227,3798,203474,3758,2753,358,2003,335,42262,1852,41609,1835,41373,1821,236,137,653,196,29186,1594,28278,1564,28116,1560,162,90,908,215,47950,1635,43502,1565,43097,1579,405,164,4448,486,121301,2782
0500000US04015,"Mohave County, Arizona",68100,1649,56280,1663,55002,1660,1278,247,11820,937,54380,1506,44871,1475,44107,1486,764,162,9509,806,8575,844,6791,787,6313,778,478,206,1784,378,599,202,473,185,473,185,0,29,126,72,989,210,935,201,915,199,20,19,54,49,1457,339,1110,300,1094,297,16,19,347,139,2100,454
0500000US04017,"Navajo County, Arizona",32554,832,32002,829,29567,852,2435,307,552,126,23790,905,23378,899,21506,885,1872,278,412,91,3875,379,3791,373,3353,390,438,121,84,49,373,105,373,105,339,105,34,26,0,29,1601,255,1592,254,1572,253,20,14,9,14,770,162,723,160,652,153,71,59,47,31,2145,225
0500000US04019,"Pima County, Arizona",428675,3085,424329,3142,415396,3100,8933,612,4346,497,328081,3329,325567,3330,318575,3267,6992,529,2514,350,43006,1716,42444,1664,40986,1608,1458,344,562,185,11368,808,11209,801,11209,801,0,29,159,90,9954,801,9754,793,9667,787,87,60,200,101,15575,1111,14664,1068,14268,1050,396,194,911,197,20691,1069
0500000US04021,"Pinal County, Arizona",142275,2085,140564,2110,72655,1815,67909,1943,1711,283,112068,2065,110835,2119,53200,1791,57635,1813,1233,247,16691,1161,16555,1153,7723,712,8832,903,136,86,347,168,314,160,75,49,239,155,33,38,2405,429,2358,423,2213,408,145,73,47,41,2868,391,2606,371,1548,282,1058,235,262,121,7896,798
0500000US04023,"Santa Cruz County, Arizona",17246,581,16785,588,14646,661,2139,436,461,153,14463,722,14106,712,12204,775,1902,406,357,138,1346,307,1327,308,1131,295,196,125,19,22,54,70,54,70,54,70,0,26,0,26,269,106,243,100,223,92,20,31,26,39,300,99,241,100,220,95,21,30,59,52,814,249
0500000US04025,"Yavapai County, Arizona",81737,1372,80808,1422,74763,1434,6045,569,929,250,61448,1569,60779,1576,55693,1473,5086,532,669,195,9683,868,9655,869,8935,885,720,222,28,29,279,111,279,111,274,110,5,11,0,29,2568,451,2503,448,2388,432,115,82,65,69,1769,349,1602,334,1483,330,119,76,167,105,5990,597
0500000US04027,"Yuma County, Arizona",76330,1296,72847,1344,72401,1360,446,154,3483,462,61623,1477,59022,1462,58619,1461,403,157,2601,419,7930,746,7323,745,7287,745,36,34,607,194,1287,376,1198,366,1198,366,0,29,89,76,1796,336,1722,340,1722,340,0,29,74,50,1373,275,1261,241,1254,240,7,11,112,110,2321,397
0500000US05001,"Arkansas County, Arkansas",7763,286,7734,291,7242,314,492,132,29,24,6276,310,6261,313,5803,330,458,128,15,18,895,189,888,191,875,194,13,14,7,12,1,5,1,5,1,5,0,18,0,18,241,90,241,90,235,90,6,9,0,18,113,59,106,58,91,58,15,17,7,10,237,103
0500000US05003,"Ashley County, Arkansas",7782,353,7358,364,6267,397,1091,223,424,135,6619,299,6241,317,5315,331,926,205,378,129,607,168,573,158,443,144,130,56,34,34,19,29,19,29,19,29,0,21,0,21,178,100,178,100,178,100,0,21,0,21,233,115,221,113,186,106,35,45,12,22,126,65
0500000US05005,"Baxter County, Arkansas",15499,549,15330,557,13518,628,1812,269,169,79,13038,621,12936,624,11338,664,1598,266,102,51,1422,272,1393,268,1205,248,188,101,29,31,56,54,38,48,38,48,0,24,18,28,371,184,351,184,344,183,7,11,20,23,106,57,106,57,87,53,19,25,0,24,506,177
0500000US05007,"Benton County, Arkansas",118846,1568,115875,1594,100006,1511,15869,761,2971,357,101321,1526,99007,1565,84490,1538,14517,755,2314,317,10157,817,9694,786,8515,716,1179,247,463,192,165,88,155,88,110,68,45,53,10,12,1862,318,1853,317,1795,315,58,38,9,17,900,241,725,195,655,182,70,41,175,98,4441,552
0500000US05009,"Boone County, Arkansas",15419,614,14206,627,12789,641,1417,243,1213,211,12751,599,11714,629,10541,629,1173,234,1037,210,1714,311,1562,305,1350,291,212,113,152,84,15,23,15,23,15,23,0,24,0,24,158,72,150,72,150,72,0,24,8,9,194,130,178,129,146,113,32,38,16,16,587,221
0500000US05011,"Bradley County, Arkansas",4033,229,4018,233,2875,249,1143,205,15,22,3314,209,3299,211,2355,229,944,184,15,22,386,123,386,123,194,93,192,82,0,18,0,18,0,18,0,18,0,18,0,18,40,38,40,38,40,38,0,18,0,18,111,56,111,56,104,54,7,12,0,18,182,96
0500000US05013,"Calhoun County, Arkansas",2185,177,2152,181,806,141,1346,154,33,35,1910,168,1877,170,651,128,1226,149,33,35,118,51,118,51,28,18,90,51,0,16,11,12,11,12,7,9,4,7,0,16,39,35,39,35,39,35,0,16,0,16,38,31,38,31,12,13,26,31,0,16,69,62
0500000US05015,"Carroll County, Arkansas",11076,559,10283,621,9071,626,1212,298,793,232,8885,547,8219,580,7049,560,1170,298,666,217,1158,256,1045,240,1003,234,42,39,113,94,0,21,0,21,0,21,0,21,0,21,421,164,421,164,421,164,0,21,0,21,54,48,40,45,40,45,0,21,14,16,558,181
0500000US05017,"Chicot County, Arkansas",3648,201,3117,195,2556,193,561,135,531,126,3091,197,2591,202,2117,183,474,120,500,121,235,104,217,98,156,70,61,66,18,19,48,53,48,53,30,48,18,23,0,18,62,50,58,50,58,50,0,18,4,6,150,63,141,62,133,62,8,11,9,14,62,49
0500000US05019,"Clark County, Arkansas",10178,426,10043,428,7419,420,2624,342,135,64,8018,469,7913,471,5784,431,2129,301,105,51,1282,237,1252,237,761,204,491,149,30,24,44,45,44,45,44,45,0,21,0,21,378,111,378,111,378,111,0,21,0,21,74,41,74,41,70,39,4,7,0,21,382,124
0500000US05021,"Clay County, Arkansas",6169,272,5238,302,3652,288,1586,183,931,143,5237,328,4412,334,3086,307,1326,154,825,148,592,180,503,151,248,109,255,108,89,60,0,18,0,18,0,18,0,18,0,18,189,121,183,122,178,124,5,8,6,11,33,32,22,29,22,29,0,18,11,11,118,49
0500000US05023,"Cleburne County, Arkansas",9878,401,9576,425,7064,435,2512,338,302,102,7996,467,7771,474,5598,421,2173,310,225,95,1081,241,1074,241,772,224,302,133,7,10,0,21,0,21,0,21,0,21,0,21,140,87,120,86,120,86,0,21,20,24,149,85,99,71,62,48,37,51,50,43,512,173
0500000US05025,"Cleveland County, Arkansas",3272,183,3246,182,824,141,2422,195,26,34,2780,197,2754,196,599,130,2155,196,26,34,266,96,266,96,68,36,198,89,0,16,15,16,15,16,2,4,13,16,0,16,103,46,103,46,103,46,0,16,0,16,75,49,75,49,19,23,56,47,0,16,33,25
0500000US05027,"Columbia County, Arkansas",9672,487,9077,508,7768,504,1309,310,595,162,8374,516,7822,533,6640,513,1182,313,552,154,657,182,620,172,499,153,121,71,37,37,6,10,6,10,0,21,6,10,0,21,414,153,408,146,408,146,0,21,6,13,30,35,30,35,30,35,0,21,0,21,191,98
0500000US05029,"Conway County, Arkansas",8324,384,8205,390,4678,389,3527,318,119,52,6802,402,6691,411,3676,360,3015,344,111,52,1036,284,1031,284,573,240,458,133,5,8,20,31,20,31,20,31,0,21,0,21,88,44,88,44,85,43,3,4,0,21,113,52,110,51,59,36,51,45,3,6,265,112
0500000US05031,"Craighead County, Arkansas",47487,1085,46570,1129,41578,1056,4992,608,917,216,39014,1209,38369,1239,34046,1233,4323,519,645,201,5378,626,5156,632,4499,616,657,255,222,122,104,88,104,88,104,88,0,27,0,27,1069,254,1040,247,1034,247,6,9,29,45,354,133,333,129,327,128,6,8,21,19,1568,297
0500000US05033,"Crawford County, Arkansas",25578,675,25194,684,12517,744,12677,685,384,129,22222,712,21904,728,10390,723,11514,672,318,127,2167,351,2107,346,1144,275,963,273,60,49,48,38,48,38,48,38,0,27,0,27,537,247,537,247,357,162,180,160,0,27,84,49,78,48,58,46,20,15,6,7,520,162
0500000US05035,"Crittenden County, Arkansas",19901,459,13413,611,12320,653,1093,176,6488,405,16345,496,10438,578,9513,586,925,150,5907,389,2010,269,1489,256,1397,243,92,53,521,157,56,45,47,42,47,42,0,24,9,13,341,129,328,129,263,105,65,79,13,14,473,185,435,181,424,181,11,17,38,25,676,174
0500000US05037,"Cross County, Arkansas",7191,326,6603,361,4666,330,1937,233,588,181,5746,319,5343,349,3732,310,1611,226,403,126,924,224,739,187,461,144,278,99,185,106,9,13,9,13,9,13,0,18,0,18,134,64,134,64,134,64,0,18,0,18,123,77,123,77,75,62,48,51,0,18,255,129
0500000US05039,"Dallas County, Arkansas",2859,247,2848,250,1542,229,1306,221,11,14,2144,259,2135,260,1079,193,1056,212,9,14,439,143,437,144,190,97,247,113,2,4,1,4,1,4,0,16,1,4,0,16,160,89,160,89,160,89,0,16,0,16,62,59,62,59,60,58,2,4,0,16,53,35
0500000US05041,"Desha County, Arkansas",4395,288,4348,283,3276,280,1072,175,47,34,3754,294,3708,289,2800,281,908,175,46,34,410,119,410,119,258,91,152,73,0,18,8,14,7,13,0,18,7,13,1,4,64,42,64,42,59,41,5,9,0,18,91,50,91,50,91,50,0,18,0,18,68,42
0500000US05043,"Drew County, Arkansas",7548,421,7412,429,5335,396,2077,290,136,81,5966,468,5858,472,4209,449,1649,254,108,78,1141,294,1116,292,709,239,407,153,25,35,0,18,0,18,0,18,0,18,0,18,218,110,215,110,215,110,0,18,3,5,98,80,98,80,77,76,21,27,0,18,125,68
0500000US05045,"Faulkner County, Arkansas",56618,946,55951,979,39095,1159,16856,988,667,237,47259,950,46798,1011,31870,994,14928,918,461,179,5479,584,5413,579,3600,478,1813,376,66,41,59,49,59,49,59,49,0,27,0,27,1092,266,1084,263,1047,266,37,38,8,15,799,258,667,242,589,238,78,46,132,67,1930,336
0500000US05047,"Franklin County, Arkansas",6501,457,6332,450,3644,441,2688,279,169,90,5283,375,5173,367,2810,343,2363,250,110,66,633,203,584,201,319,154,265,107,49,53,59,56,59,56,27,31,32,47,0,18,156,76,156,76,153,75,3,6,0,18,36,34,26,32,1,3,25,32,10,18,334,162
0500000US05049,"Fulton County, Arkansas",4112,329,3504,332,2284,245,1220,273,608,166,3505,299,2957,295,1786,208,1171,265,548,167,343,112,293,112,246,109,47,36,50,39,52,42,52,42,50,42,2,3,0,18,28,17,25,17,25,17,0,18,3,5,49,44,42,44,42,44,0,18,7,11,135,98
0500000US05051,"Garland County, Arkansas",38978,963,38408,953,33606,1047,4802,550,570,170,31093,1167,30636,1161,26420,1248,4216,537,457,146,4687,571,4590,583,4100,582,490,153,97,76,166,98,166,98,166,98,0,27,0,27,671,246,671,246,660,243,11,18,0,27,487,163,471,162,386,145,85,67,16,26,1874,368
0500000US05053,"Grant County, Arkansas",7486,299,7385,292,3167,310,4218,362,101,52,6384,328,6284,320,2544,294,3740,333,100,53,713,210,713,210,287,106,426,161,0,18,7,12,7,12,0,18,7,12,0,18,83,79,83,79,81,79,2,3,0,18,66,37,65,37,22,29,43,33,1,3,233,82
0500000US05055,"Greene County, Arkansas",18401,788,17958,775,13260,708,4698,528,443,173,15993,850,15562,861,11339,777,4223,525,431,172,1618,387,1606,384,1215,326,391,141,12,19,10,15,10,15,10,15,0,24,0,24,204,92,204,92,174,88,30,40,0,24,164,89,164,89,110,75,54,55,0,24,412,153
0500000US05057,"Hempstead County, Arkansas",8655,496,8119,463,6238,419,1881,294,536,185,7106,486,6646,457,5177,422,1469,252,460,175,1056,254,980,229,634,174,346,162,76,56,18,19,18,19,18,19,0,21,0,21,114,83,114,83,114,83,0,21,0,21,95,75,95,75,29,30,66,65,0,21,266,112
0500000US05059,"Hot Spring County, Arkansas",12982,518,12890,514,6854,476,6036,431,92,91,10947,572,10864,571,5616,475,5248,430,83,91,1530,325,1521,325,776,251,745,244,9,20,75,83,75,83,75,83,0,24,0,24,185,122,185,122,159,101,26,35,0,24,64,45,64,45,47,41,17,21,0,24,181,101
0500000US05061,"Howard County, Arkansas",5438,292,5222,288,4250,287,972,177,216,103,4327,315,4196,309,3383,277,813,157,131,84,717,164,632,165,501,152,131,77,85,67,65,48,65,48,44,37,21,33,0,18,136,92,136,92,136,92,0,18,0,18,29,28,29,28,22,26,7,10,0,18,164,75
0500000US05063,"Independence County, Arkansas",15116,494,14828,506,12889,509,1939,321,288,138,12305,537,12160,528,10500,532,1660,288,145,98,1890,385,1805,389,1529,374,276,122,85,55,36,36,36,36,36,36,0,24,0,24,190,96,190,96,190,96,0,24,0,24,215,115,157,95,154,95,3,5,58,77,480,190
0500000US05065,"Izard County, Arkansas",4533,275,4459,275,3047,281,1412,222,74,48,3533,291,3475,289,2341,264,1134,187,58,46,657,175,648,174,406,156,242,120,9,9,0,18,0,18,0,18,0,18,0,18,84,57,84,57,84,57,0,18,0,18,63,43,56,42,20,25,36,33,7,10,196,89
0500000US05067,"Jackson County, Arkansas",5612,372,5551,377,4098,373,1453,200,61,37,4683,342,4630,354,3330,334,1300,192,53,35,526,149,526,149,409,127,117,60,0,18,10,12,10,12,10,12,0,18,0,18,90,60,90,60,79,57,11,18,0,18,74,42,66,40,41,32,25,28,8,12,229,133
